;Preco;Marca;Nome;Modelo;Km;Ano;Estado;Regiao;Loja
1464;78.900;Volkswagen;Virtus;1.6 Msi Automatico;94.034;2019;PR;Sítio Cercado - Curitiba;Vazio
1465;85.900;Jeep;Renegade;Longitude 1.8 Flex Automatico;40.000;2017;PR;Sítio Cercado - Curitiba;Vazio
1466;69.900;Volkswagen;Saveiro;Nova Tl Mbvs;60.432;2020;PR;Jardim Carvalho - Ponta Grossa;Vazio
1467;59.900;Chevrolet;Onix;1.4mt Ltz;109.617;2017;PR;Jardim Carvalho - Ponta Grossa;Vazio
1468;57.999;Fiat;Palio;1.4 Mpi Attractive Weekend 16v Flex 4p Manual;31.343;2018;PR;Jardim Social - Curitiba;Vazio
1469;71.900;Honda;Fit;Ex 1.5 16v Flex Aut.;106.000;2016;PR;Maringá;Vazio
1470;61.000;Fiat;Argo;Drive 1.0;62.800;2020;PR;Capão Raso - Curitiba;Vazio
1471;58.900;Volkswagen;Saveiro;Nova Rb Mbvs;70.158;2018;PR;Boa Vista - Curitiba;Vazio
1472;83.900;Ford;Fusion;2.5 Flex Aut. 4p;82.015;2015;PR;São Cristóvão - União da Vitória;Vazio
1473;79.800;Volkswagen;Saveiro;1.6 Robust Cab. Simples Total Flex 2p;7.777;2021;PR;Jardim Real - Maringá;Vazio
1474;59.900;Renault;Sandero;Zen 1.0 Manual;59.424;2021;PR;Fanny - Curitiba;Vazio
1475;72.900;Volkswagen;Polo;Mf;25.770;2019;PR;Boa Vista - Curitiba;Vazio
1476;84.900;Chevrolet;Onix;Hatch Ltz 1.0 12v Tb Flex Aut;33.000;2020;PR;Xaxim - Curitiba;Vazio
1477;59.990;Renault;Kwid;1.0 12v Zen Sce 5p 5 Marchas;1.590;2022;PR;Tarumã - Curitiba;Vazio
